Name;Birthday;Citizenship;Weight;Height;Link
Тенсин Насукава;18 августа 1998;Япония;56;165;https://www.sports.ru/tags/161086600/
;18 августа 1998;Япония;60;165;https://www.sports.ru/tags/161086554/
Франсимар Баррозу;28 февраля 1980;Бразилия;109;185;https://www.sports.ru/tags/161086354/
Томми Фьюри;;Великобритания;;;https://www.sports.ru/tags/161086098/
Алекс Оливейра;21 февраля 1988;Бразилия;78;180;https://www.sports.ru/alex-oliveira/
Мирсад Бектич;16 февраля 1991;Босния и Герцеговина США;66;173;https://www.sports.ru/tags/161086040/
Магомед Магомедкеримов;10 января 1990;Россия;77;185;https://www.sports.ru/tags/161085983/
Жуссиер Формига;14 апреля 1985;Бразилия;57;165;https://www.sports.ru/tags/161085543/
Джон Линекер;12 июня 1990;Бразилия;61;160;https://www.sports.ru/tags/161083929/
Халид Муртазалиев;;Россия;;;https://www.sports.ru/tags/161083677/
Артем Фролов;7 сентября 1991;Россия;83;177;https://www.sports.ru/tags/161083422/
Джеймс Вик;23 февраля 1987;США;70;191;https://www.sports.ru/tags/161082864/
Каллум Смит;23 апреля 1990;Великобритания;76;191;https://www.sports.ru/callum-smith/
Си Би Доллоуэй;10 августа 1983;США;84;188;https://www.sports.ru/tags/161080747/
Инна Сагайдаковская;13 сентября 1984;Россия;66;175;https://www.sports.ru/tags/161080414/
Пол Фелдер;25 апреля 1984;США;70;180;https://www.sports.ru/tags/161080067/
Роман Андреев;20 апреля 1986;Россия;;;https://www.sports.ru/tags/161079907/
Каллум Джонсон;20 августа 1985;Великобритания;;;https://www.sports.ru/tags/161079597/
Тони Джонсон;6 февраля 1986;США;120;185;https://www.sports.ru/tags/161079582/
Виктор Пешта;15 июля 1990;Чехия;108;191;https://www.sports.ru/tags/161079581/
Карен Чухаджян;23 апреля 1996;Украина;;176;https://www.sports.ru/tags/161079532/
Морис Хукер;7 августа 1989;США;;;https://www.sports.ru/tags/161079228/
Тимоти Джонсон;13 марта 1985;США;119;191;https://www.sports.ru/tags/161078678/
Уоррли Алвес;4 января 1991;Бразилия;77;180;https://www.sports.ru/tags/161078361/
Рики Симон;31 августа 1992;США;61;168;https://www.sports.ru/tags/161077514/
Джарретт Херд;31 августа 1990;США;69;185;https://www.sports.ru/tags/161076985/
Скотт Уэстгарт;27 июля 1986;Англия;80;188;https://www.sports.ru/tags/161076742/
Нил Мэгни;3 августа 1987;США;77;191;https://www.sports.ru/neil-magny/
Гуннар Нельсон;28 июля 1988;Исландия;77;180;https://www.sports.ru/gunnar-nelson/
Лукас Матиссе;27 сентября 1982;Аргентина;65;169;https://www.sports.ru/tags/161076495/
Султан Алиев;17 сентября 1984;Россия;77;183;https://www.sports.ru/tags/161076344/
Маркус Браун;10 ноября 1990;США;79;184;https://www.sports.ru/tags/161076269/
Амир Имам;5 ноября 1990;США;63;179;https://www.sports.ru/tags/161076268/
Анна Вериато;;Бразилия;;;https://www.sports.ru/tags/161076117/
Рафаэль Карвальо;27 июля 1986;Бразилия;84;191;https://www.sports.ru/tags/161076116/
Рансес Бартелеми;25 июня 1986;Куба;62;180;https://www.sports.ru/tags/161076004/
Баду Джек;31 октября 1983;Швеция;78;185;https://www.sports.ru/tags/161075920/
Овинс Сен-Прю;8 апреля 1983;;104;190;https://www.sports.ru/ovince-st-preux/
Джош Эмметт;4 марта 1985;США;66;169;https://www.sports.ru/josh-emmett/
Садам Али;;;;;https://www.sports.ru/tags/161073149/
Никко Монтаньо;;;;;https://www.sports.ru/tags/161073128/
Золани Тете;;;;;https://www.sports.ru/tags/161072810/
Салливан Баррера;;;;;https://www.sports.ru/tags/161072514/
Трент Броадхерст;;;;;https://www.sports.ru/tags/161072457/
Андрей Сироткин;;;;;https://www.sports.ru/tags/161072450/
Сюин Ли;;;;;https://www.sports.ru/tags/161072241/
Микаэла Лаурен;;;;;https://www.sports.ru/tags/161071718/
Волкан Оздемир;19 сентября 1989;Швейцария;93;185;https://www.sports.ru/tags/161071635/
Анатолий Мартыненко;;;;;https://www.sports.ru/tags/161071058/
Аарон Пико;;;;;https://www.sports.ru/tags/161070593/
Срисакет Сор Рунгвисаи;;;;;https://www.sports.ru/tags/161070253/
Марион Рено;20 июня 1977;США;61;167;https://www.sports.ru/tags/161068761/
Марк Диакийси;13 марта 1993;Англия;70;177;https://www.sports.ru/tags/161068760/
Рэй Борг;4 августа 1993;США;56;162;https://www.sports.ru/tags/161068753/
Владислав Сиренко;7 февраля 1995;Украина;;192;https://www.sports.ru/tags/161067446/
Кирилл Релих;26 ноября 1989;Беларусь;;;https://www.sports.ru/tags/161066104/
Тони Уикс;;;;;https://www.sports.ru/tags/161064831/
Гаджимурад Хирамагомедов;;;;;https://www.sports.ru/tags/161063987/
Джо Смит;;;;;https://www.sports.ru/tags/161063528/
Тайсон Нэм;;;;;https://www.sports.ru/tags/161063203/
Джими Манува;;;;;https://www.sports.ru/tags/161062172/
Артем Пашпорин;;;;;https://www.sports.ru/tags/161060551/
Жермен де Рандами;24 апреля 1984;Нидерланды;61;175;https://www.sports.ru/tags/161060420/
Винни Паз;;;;;https://www.sports.ru/tags/161059996/
Пол Брэдли;;;;;https://www.sports.ru/tags/161059647/
Дмитрий Побережец;;Украина;;;https://www.sports.ru/tags/161059299/
Максим Сподаренко;4 сентября 1991;Беларусь;;;https://www.sports.ru/tags/161059119/
Артем Далакян;10 августа 1987;Украина;;164;https://www.sports.ru/tags/161058354/
Джефф Хорн;;;;;https://www.sports.ru/tags/161058262/
Алена Лешкевич;;Беларусь;;;https://www.sports.ru/tags/161057666/
Жоан Дюпа;;;;;https://www.sports.ru/tags/161057567/
Лэндо Ванната;;;;;https://www.sports.ru/tags/161057440/
Миша Циркунов;;;;;https://www.sports.ru/tags/161057385/
Джулиус Индонго;;;;;https://www.sports.ru/tags/161057208/
Табисо Мчуну;4 марта 1988;ЮАР;90;180;https://www.sports.ru/tags/161056565/
Юлия Винс;;;;;https://www.sports.ru/tags/161056534/
Майкл Джонсон;;США;;;https://www.sports.ru/tags/161054519/
Пауло Фильо;;;;;https://www.sports.ru/tags/161053026/
Филип Хргович;4 июня 1992;Хорватия;;197;https://www.sports.ru/filip-hrgovic/
Лоренсо Сотомайор;16 февраля 1985;Азербайджан;;185;https://www.sports.ru/tags/161051883/
Артем Арутюнян;13 августа 1990;Германия;;172;https://www.sports.ru/tags/161051882/
Фазлиддин Гаибназаров;16 июня 1991;Узбекистан;;169;https://www.sports.ru/tags/161051881/
Ху Цзяньгуань;11 мая 1993;Китай;;168;https://www.sports.ru/tags/161051879/
Шахобиддин Зоиров;3 марта 1993;Узбекистан;;169;https://www.sports.ru/tags/161051876/
Йоэль Финоль;21 сентября 1996;Венесуэла;;168;https://www.sports.ru/tags/161051873/
Наухка Фонтейн;9 ноября 1987;Нидерланды;;180;https://www.sports.ru/tags/161051870/
Дарига Шакимова;20 ноября 1988;Казахстан;;;https://www.sports.ru/tags/161051868/
Мисаэль Родригес;7 апреля 1994;Мексика;;178;https://www.sports.ru/tags/161051809/
Камран Шахсуварлы;6 декабря 1992;Азербайджан;;180;https://www.sports.ru/tags/161051808/
Арлен Лопес;21 февраля 1993;Куба;;175;https://www.sports.ru/tags/161051807/
Сара Урамун;21 января 1982;Франция;;157;https://www.sports.ru/tags/161051798/
Ярослава Якушина;;;;;https://www.sports.ru/tags/161051733/
Эстель Моссели;19 августа 1992;Франция;;;https://www.sports.ru/tags/161051691/
Инь Цзюньхуа;27 августа 1990;Китай;;;https://www.sports.ru/tags/161051689/
Мира Потконен;17 ноября 1980;Финляндия;;;https://www.sports.ru/tags/161051687/
Джошуа Буатси;14 марта 1993;Великобритания;;185;https://www.sports.ru/tags/161051577/
Матье Бодерлик;3 июля 1989;Франция;;185;https://www.sports.ru/mathieu-bauderlique/
Сулейман Сиссоко;4 июля 1991;Франция;;179;https://www.sports.ru/tags/161051511/
Мохаммед Рабии;13 июля 1993;Марокко;;180;https://www.sports.ru/tags/161051433/
Софьян Умиа;23 декабря 1994;Франция;;174;https://www.sports.ru/tags/161051362/
Робсон Консейсао;25 октября 1988;Бразилия;;175;https://www.sports.ru/tags/161051354/
Дмитрий Асанов;18 мая 1996;Беларусь;56;176;https://www.sports.ru/tags/161051353/
Рустам Тулаганов;8 октября 1991;Узбекистан;;186;https://www.sports.ru/tags/161051280/
Нико Эрнандес;4 января 1996;США;;166;https://www.sports.ru/tags/161051187/
Юрберхен Мартинес;1 ноября 1991;Колумбия;;165;https://www.sports.ru/tags/161051184/
Хоанис Архилагос;11 января 1997;Куба;;152;https://www.sports.ru/tags/161051182/
Василий Егоров;;;;;https://www.sports.ru/tags/161050758/
Петр Хамуков;;;;;https://www.sports.ru/tags/161050618/
Джек Элленбергер;;;;;https://www.sports.ru/tags/161050023/
Абдурахман Хусанов;;Россия;;;https://www.sports.ru/tags/161046453/
Айзек Чилемба;;;;;https://www.sports.ru/tags/161044953/
Доминик Уэйд;12 апреля 1990;США;72;179;https://www.sports.ru/tags/161044861/
Примо Карнера;26 октября 1906;Италия;;205;https://www.sports.ru/tags/161043131/
Сергей Богачук;24 апреля 1995;Украина;;183;https://www.sports.ru/tags/161041429/
Чарльз Мартин;;;;;https://www.sports.ru/tags/161037413/
Сезар Рене Куэнка;;;;;https://www.sports.ru/tags/161037151/
Олег Малиновский;30 марта 1988;Украина;;;https://www.sports.ru/tags/161030317/
Анастасия Белякова;1 мая 1993;Россия;;;https://www.sports.ru/tags/161023950/
Ли Селби;14 февраля 1987;Великобритания;57;173;https://www.sports.ru/tags/161022509/
Наджиб Мохаммеди;12 марта 1985;Франция;79;181;https://www.sports.ru/tags/161021866/
Бет Коррейа;22 июня 1983;Бразилия;61;165;https://www.sports.ru/tags/161017410/
Кристиан Хаммер;27 сентября 1987;Румыния Германия;115;188;https://www.sports.ru/tags/161012232/
Денис Гончеронок;21 июня 1988;Беларусь;91;192;https://www.sports.ru/tags/161011716/
Андрей Климов;26 июля 1982;Россия;61;177;https://www.sports.ru/tags/161005502/
Блэйк Капарелло;30 августа 1986;Австралия;92;187;https://www.sports.ru/tags/161005449/
Карлос Такам;6 декабря 1980;Камерун;115;189;https://www.sports.ru/tags/161003669/
Тим Кеннеди;1 сентября 1979;США;84;180;https://www.sports.ru/tags/161000317/
Юрий Бессмертный;27 августа 1987;Беларусь;75;181;https://www.sports.ru/tags/159235644/
Лорен Игл;11 декабря 1987;Австралия;57;174;https://www.sports.ru/tags/158547790/
Армен Петросян;;Армения;84;188;https://www.sports.ru/armen-petrosyan/
Виктор Выхрист;3 июня 1992;Украина;;196;https://www.sports.ru/tags/157812840/
Вадим Кириенко;;Беларусь;;;https://www.sports.ru/tags/157611498/
Виталий Бондаренко;2 октября 1985;Беларусь;;179;https://www.sports.ru/tags/157532518/
Сергей Рабченко;23 февраля 1986;Беларусь;;178;https://www.sports.ru/tags/156191599/
Грег Харди;28 июля 1988;США;132;193;https://www.sports.ru/tags/155486814/
Уилл Брукс;8 октября 1986;США;70;177;https://www.sports.ru/tags/154557532/
Владимир Никитин;25 марта 1990;Россия;56;165;https://www.sports.ru/tags/153896829/
Иван Голуб;10 января 1989;Украина;;180;https://www.sports.ru/tags/152841374/
Николай Буценко;20 июня 1991;Украина;;;https://www.sports.ru/tags/147760964/
Дуду Нгумбу;6 февраля 1982;Франция Демократическая Республика Конго;79;180;https://www.sports.ru/tags/147552748/
Денис Смолдарев;1 апреля 1990;Эстония;119;201;https://www.sports.ru/tags/146397971/
Лиз Кармуш;19 февраля 1984;США;61;168;https://www.sports.ru/tags/146152460/
Артур Гусейнов;14 мая 1984;Россия;84;178;https://www.sports.ru/artur-guseinov/
Питер Куилли;;Ирландия;70;180;https://www.sports.ru/peter-queally/
Хан Сун Чул;30 декабря 1984;Южная Корея;;178;https://www.sports.ru/tags/142597806/
Эвалдас Пятраускас;19 марта 1992;Литва;;164;https://www.sports.ru/tags/142597698/
Ясниер Толедо Лопес;15 сентября 1989;Куба;;;https://www.sports.ru/tags/142597538/
Фредди Эванс;4 февраля 1991;Великобритания;;180;https://www.sports.ru/tags/142593842/
Теймур Маммадов;11 января 1993;Азербайджан;;196;https://www.sports.ru/tags/142586771/
Винченцо Манджакапре;17 января 1989;Италия;;171;https://www.sports.ru/tags/142586713/
Сатоси Симидзу;13 марта 1986;Япония;;179;https://www.sports.ru/tags/142586689/
Люк Кэмпбелл;27 сентября 1987;Великобритания;;175;https://www.sports.ru/tags/142586683/
Каео Понгпрайоон;28 марта 1980;Таиланд;;160;https://www.sports.ru/tags/142586653/
Цаньцань Жэнь;26 апреля 1986;Китай;;;https://www.sports.ru/tags/142576543/
Ли Чжиньзи;4 марта 1990;Китай;;176;https://www.sports.ru/tags/142548655/
Марина Вольнова;26 июля 1989;Казахстан;;170;https://www.sports.ru/tags/142548237/
Адриана Араужо;4 ноября 1981;Бразилия;;169;https://www.sports.ru/tags/142547974/
Мавзуна Чориева;1 октября 1992;Таджикистан;;160;https://www.sports.ru/tags/142547884/
Никола Адамс;26 октября 1982;Великобритания;;164;https://www.sports.ru/tags/142547539/
Мангте Чунгнейджанг Мериком;1 марта 1983;Индия;;;https://www.sports.ru/tags/142547421/
Марлен Эспарса;29 июля 1989;США;;160;https://www.sports.ru/tags/142546869/
Жэнь Канькань;26 января 1988;Китай;;167;https://www.sports.ru/tags/142546727/
Энтони Огого;24 ноября 1988;Великобритания;;181;https://www.sports.ru/tags/142400443/
Джеймс Бастер Дуглас;;;;;https://www.sports.ru/tags/124114385/
Джан Вильянте;18 августа 1985;США;93;188;https://www.sports.ru/tags/77656462/
Брэд Таварес;21 декабря 1987;США;;185;https://www.sports.ru/brad-tavares/
Тодд Даффи;6 декабря 1985;США;118;190;https://www.sports.ru/tags/75126671/
Хорхе Сантьяго;;;;;https://www.sports.ru/tags/69465310/
Кендал Гроув;12 ноября 1982;США;;198;https://www.sports.ru/tags/49528782/
Сингх Джайдип;21 августа 1987;Индия;99;198;https://www.sports.ru/tags/35501584/
Джон Невин;7 июня 1989;Ирландия;;175;https://www.sports.ru/tags/31279235/
Мигель Васкес;1 июня 1987;Мексика;;178;https://www.sports.ru/tags/19231488/
Пауло Тиаго;;Бразилия;77;180;https://www.sports.ru/tags/17756255/
Алан Белхер;24 апреля 1984;США;84;188;https://www.sports.ru/tags/17755685/
Йошихиро Акияма;29 июля 1975;Япония;84;178;https://www.sports.ru/tags/17755604/
Шерзод Мамаджанов;2 июля 1980;Узбекистан;;;https://www.sports.ru/tags/16025067/
Бобби Лэшли;16 июля 1976;США;115;185;https://www.sports.ru/tags/15813101/
Кофи Джантуа;16 июня 1974;Гана;;180;https://www.sports.ru/tags/15442179/
Штеффен Кречманн;8 июня 1980;Германия;;;https://www.sports.ru/tags/15442161/
Кендрик Рэлефорд;3 февраля 1982;США;;191;https://www.sports.ru/tags/15428968/
Бенжамин Диас;17 декабря 1970;Мексика;;180;https://www.sports.ru/tags/15399141/
Фернандо Лумакад;23 апреля 1986;Филиппины;;163;https://www.sports.ru/tags/15258752/
Оливье Лончи;8 июня 1983;КНДР Камерун Канада;;;https://www.sports.ru/tags/15239372/
Благой Иванов;6 октября 1986;Болгария;111;180;https://www.sports.ru/tags/14229485/
Чейк Конго;17 мая 1975;Франция;104;193;https://www.sports.ru/cheick-kongo/
Юдель Джонсон;6 июня 1981;Куба;;;https://www.sports.ru/tags/12539734/
Лорен Майерс;8 мая 1981;США;;;https://www.sports.ru/tags/12365085/
Антонио Бранкалион;5 февраля 1975;Италия;;;https://www.sports.ru/tags/12041314/
Марк Хоминик;22 июля 1982;Канада;65;173;https://www.sports.ru/tags/11101598/
Бен Ротвелл;17 октября 1981;США;120;196;https://www.sports.ru/tags/11101112/
Джон Коттерилл-младший;7 июня 1975;Австралия;;170;https://www.sports.ru/tags/11008685/
Джузеппе Лаури;28 мая 1976;Италия;;170;https://www.sports.ru/tags/11007638/
Махир Орал;23 мая 1980;Германия;;185;https://www.sports.ru/tags/10713370/
Икухиса Минова;12 января 1976;Япония;88;175;https://www.sports.ru/tags/10672992/
Хосе Кансеко;2 июля 1964;;;;https://www.sports.ru/tags/10509837/
Мартин Малхасян;;;93;183;https://www.sports.ru/tags/10276303/
Майк Пайл;;США;78;186;https://www.sports.ru/tags/10221885/
Брок Ларсон;23 августа 1977;США;77;180;https://www.sports.ru/tags/10221875/
Мэтт Хьюз;13 октября 1973;США;77;175;https://www.sports.ru/tags/10111521/
Тошиаки Нишиока;25 июля 1976;Япония;;169;https://www.sports.ru/tags/10083655/
Кристиан Де Мартинис;11 июля 1975;Италия;;179;https://www.sports.ru/tags/10077922/
Мустафа Аль-Тюрк;14 июля 1973;Англия;111;188;https://www.sports.ru/tags/9209385/
Байрон Митчелл;31 октября 1973;США;;;https://www.sports.ru/tags/8262153/
Луис Аугусто Дос Сантос;14 октября 1971;Бразилия;;;https://www.sports.ru/tags/8262144/
Кенни Флориан;26 мая 1976;США;70;178;https://www.sports.ru/tags/7920807/
Исроил Курбанов;1 декабря 1986;Узбекистан;;;https://www.sports.ru/tags/7878145/
Энтони Бартинелли;5 декабря 1979;США;;180;https://www.sports.ru/tags/7875425/
Майкл Уокер;11 августа 1978;США;;170;https://www.sports.ru/tags/7788347/
Дэниэл Джейкобс;3 февраля 1987;США;88;185;https://www.sports.ru/tags/7788331/
Йоаким Хансен;26 мая 1979;Норвегия;69;175;https://www.sports.ru/tags/7782029/
Мариус Заромскис;21 февраля 1983;Литва;77;170;https://www.sports.ru/tags/7782024/
Джейсон Хай;;;;;https://www.sports.ru/tags/7782021/
Джимми Любаш;9 августа 1983;США;;;https://www.sports.ru/tags/7779405/
Джейсон Синтрон;8 декабря 1981;США;;;https://www.sports.ru/tags/7779358/
Максим Маслов;19 сентября 1984;Россия;;;https://www.sports.ru/tags/7776575/
Ламонт Питерсон;24 января 1984;США;;175;https://www.sports.ru/tags/7773782/
Аллан Грин;20 сентября 1979;США;;;https://www.sports.ru/tags/7773030/
Марк де Мори;11 февраля 1982;Австралия;;188;https://www.sports.ru/tags/7772285/
Чарльз Дэвис;30 марта 1971;США;;;https://www.sports.ru/tags/7772282/
Девон Александр;10 февраля 1987;США;;170;https://www.sports.ru/tags/7772241/
Диндре Латимор;31 августа 1985;США;;175;https://www.sports.ru/tags/7772239/
Хулио Сезар Миранда;19 мая 1980;Мексика;;;https://www.sports.ru/tags/7765268/
Кристофер Фернандес;10 февраля 1976;США;;175;https://www.sports.ru/tags/7711172/
Рональд Баррера;12 октября 1984;Колумбия;;160;https://www.sports.ru/tags/7596479/
Рауль Гарсия;10 февраля 1982;Мексика;;;https://www.sports.ru/tags/7596473/
Карл Амоссоу;;Франция;84;;https://www.sports.ru/tags/7588481/
Коносуке Томияма;17 апреля 1983;Япония;;170;https://www.sports.ru/tags/7579538/
Нобуо Наширо;12 октября 1981;Япония;;162;https://www.sports.ru/tags/7579532/
Любош Суда;18 апреля 1976;Чехия;;;https://www.sports.ru/tags/7577207/
Ведран Акрап;18 апреля 1975;Хорватия;;180;https://www.sports.ru/tags/7577201/
Отис Гриффин;22 августа 1977;США;;185;https://www.sports.ru/tags/7576841/
Родриго Агиар;26 августа 1978;США;;;https://www.sports.ru/tags/7572924/
Хаято Сакураи;24 августа 1975;Япония;76;173;https://www.sports.ru/tags/7531131/
Антонио Дэвис;31 июля 1982;США;;170;https://www.sports.ru/tags/7521675/
Альберт Сосновский;7 марта 1979;Польша;;;https://www.sports.ru/tags/7506443/
Артур Хайн;5 сентября 1985;Германия;;183;https://www.sports.ru/tags/7506162/
Массимильяно Саяни;16 июля 1970;Италия;;181;https://www.sports.ru/tags/7506161/
Хесус Родригес;20 декабря 1979;США;;170;https://www.sports.ru/tags/7499708/
Джеффри Матебула;22 июня 1979;ЮАР;;;https://www.sports.ru/tags/7472739/
Сэм Секстон;18 июля 1984;Англия;;193;https://www.sports.ru/tags/7466257/
Кейджиро Маеда;23 января 1986;Япония;96;183;https://www.sports.ru/tags/7446362/
Марио Прешкар;12 января 1984;Хорватия;;185;https://www.sports.ru/tags/7443344/
Хосе Лопес;29 марта 1972;Пуэрто-Рико;;165;https://www.sports.ru/tags/7441990/
Деррик Финдли;5 мая 1984;США;;;https://www.sports.ru/tags/7440433/
Уилфредо Васкес-младший;18 июня 1984;Пуэрто-Рико;;168;https://www.sports.ru/tags/7406009/
Карлос Де Леон-младший;27 апреля 1979;Пуэрто-Рико;;188;https://www.sports.ru/tags/7405996/
Джеймс Энтони МакГирт-младший;25 ноября 1982;США;;185;https://www.sports.ru/tags/7405980/
Рональд Хернс;27 декабря 1978;США;;191;https://www.sports.ru/tags/7405963/
Герберт Гудман;;США;;;https://www.sports.ru/tags/7399408/
Эдвин Родригес;5 мая 1985;США;;183;https://www.sports.ru/tags/7377677/
Аднан Серин;15 июня 1975;Турция;;181;https://www.sports.ru/tags/7376975/
Рикардо Кордоба;11 октября 1982;Панама;;;https://www.sports.ru/tags/7374222/
Бернард Данн;6 февраля 1980;Ирландия;;;https://www.sports.ru/tags/7374060/
Йордан Радев;28 сентября 1976;Болгария;84;170;https://www.sports.ru/tags/7372275/
Джозеф Агбеко;22 марта 1980;Гана;;168;https://www.sports.ru/tags/7345325/
Элисео Кастильо;29 апреля 1975;Куба;;188;https://www.sports.ru/tags/7318630/
Антонио Питалуа;21 февраля 1970;Колумбия;;170;https://www.sports.ru/tags/7316981/
Неомар Сермено;;Венесуэла;;;https://www.sports.ru/tags/7302829/
Ола Афолаби;15 марта 1980;США;;191;https://www.sports.ru/tags/7290367/
Роман Мартинес;31 января 1983;Пуэрто-Рико;;173;https://www.sports.ru/tags/7287607/
Макс Александер;11 мая 1981;США;;188;https://www.sports.ru/tags/7221498/
Джеймс Киркланд;19 марта 1984;США;;175;https://www.sports.ru/tags/7217851/
Ива Вестон;18 января 1986;Тринидад и Тобаго;;171;https://www.sports.ru/tags/7210066/
Нэтан Джеймс;1 сентября 1981;США;;196;https://www.sports.ru/tags/7175739/
Хуан Карлос Родригес;29 января 1973;Мексика;;175;https://www.sports.ru/tags/7097366/
Джо Вегас;1 января 1982;Англия;;175;https://www.sports.ru/tags/7024332/
Киатчай Сингванча;17 октября 1982;Таиланд;;171;https://www.sports.ru/tags/7011079/
Коджи Сато;11 декабря 1980;Япония;;;https://www.sports.ru/tags/7002555/
Рикардо Лопес;25 июля 1967;Мексика;;165;https://www.sports.ru/tags/6998939/
Кори Джонс;11 января 1965;США;;;https://www.sports.ru/tags/6956721/
Рич Боруфф;4 мая 1971;США;;;https://www.sports.ru/tags/6944311/
Рейнальдо Лопес;7 ноября 1973;Колумбия;;;https://www.sports.ru/tags/6880300/
Лахуан Симон;25 февраля 1979;США;;185;https://www.sports.ru/tags/6874411/
Карлос Насименто;24 августа 1978;Бразилия;;;https://www.sports.ru/tags/6850227/
Тиаго Силва;12 ноября 1982;Бразилия;93;185;https://www.sports.ru/tags/6816457/
Мэтт Линдланд;17 мая 1970;США;84;183;https://www.sports.ru/tags/6718907/
Рамо Тьерри Сокуджу;18 апреля 1984;Камерун;93;183;https://www.sports.ru/tags/6718904/
Пол Буэнтелло;16 января 1974;США;111;188;https://www.sports.ru/tags/6718896/
Владимир Матюшенко;1 января 1971;Беларусь;98;185;https://www.sports.ru/tags/6718883/
Кит Жардин;31 октября 1975;США;93;188;https://www.sports.ru/tags/6701762/
Омар Шейка;20 февраля 1977;США;;183;https://www.sports.ru/tags/6690798/
Эстер Шутен;28 октября 1977;Нидерланды;;;https://www.sports.ru/tags/6687194/
Джейсон Джонс;;США;;;https://www.sports.ru/tags/6678792/
Виктор Рамирес;30 марта 1984;Аргентина;;;https://www.sports.ru/tags/6669547/
Александр Колесников;4 июля 1965;Россия;;;https://www.sports.ru/tags/6635561/
Роберто Флорентино;5 ноября 1985;Мексика;;178;https://www.sports.ru/tags/6629207/
Джесси Гиббс;;;;;https://www.sports.ru/tags/6629175/
Богдан Кристеа;;Румыния;77;178;https://www.sports.ru/tags/6629174/
Джон Ноласко;15 августа 1975;Доминикана;54;173;https://www.sports.ru/tags/6609323/
Игорь Михалкин;;Россия;;;https://www.sports.ru/tags/6609304/
Мусаши;17 октября 1972;Япония;102;185;https://www.sports.ru/tags/6564244/
Талес Лейтес;6 сентября 1981;Бразилия;84;185;https://www.sports.ru/tags/6510889/
Икбал Курбанов;28 сентября 1985;Узбекистан;;;https://www.sports.ru/tags/6490814/
Орландо Гонсалес;9 октября 1987;Мексика;;;https://www.sports.ru/tags/6417027/
Карл Дэвис Драмонд;9 февраля 1975;Коста-Рика;;;https://www.sports.ru/tags/6411961/
Дмитрий Адамович;10 октября 1975;Беларусь;;;https://www.sports.ru/tags/6407655/
Серхио Мануэль Медина;23 февраля 1982;Аргентина;;168;https://www.sports.ru/tags/6376528/
Франциско Альварес;10 января 1977;Пуэрто-Рико;;;https://www.sports.ru/tags/6362174/
Мэнни Тапиа;14 марта 1981;Австрия;68;165;https://www.sports.ru/tags/6359458/
Мигель Торрес;18 января 1976;Мексика США;;176;https://www.sports.ru/tags/6359453/
Алексей Зубок;29 марта 1983;Россия;;;https://www.sports.ru/tags/6359155/
Сергей Игнатьев;13 февраля 1982;Россия;;;https://www.sports.ru/tags/6359145/
Майкл Дженнингс;9 сентября 1977;Англия;;177;https://www.sports.ru/tags/6330750/
Родольфо Де Доминицис;11 ноября 1972;Аргентина;;;https://www.sports.ru/tags/6303454/
Рауль Бальби;7 октября 1973;Аргентина;;170;https://www.sports.ru/tags/6301558/
Горан Релжич;20 марта 1982;Хорватия;101;190;https://www.sports.ru/tags/6272788/
Александр Тиманов;17 мая 1980;Россия;;;https://www.sports.ru/tags/6258335/
Дмитрий Самойлов;;Россия;80;184;https://www.sports.ru/tags/6229010/
Деандрей Аброн;31 июля 1972;США;;190;https://www.sports.ru/tags/6201298/
Сэмми Вентура;25 января 1975;Мексика;;165;https://www.sports.ru/tags/6135613/
Майк Томас Браун;;США;66;168;https://www.sports.ru/tags/6132075/
Константин Семерджиев;15 мая 1972;Болгария;;;https://www.sports.ru/tags/6073219/
Андре Диррелл;7 сентября 1983;США;76;185;https://www.sports.ru/tags/6073091/
Майк Вайтхед;29 июня 1981;США;93;185;https://www.sports.ru/tags/6049791/
Джеймс Фриман;28 марта 1985;США;;;https://www.sports.ru/tags/6044810/
Рио Чонан;8 октября 1976;Япония;77;175;https://www.sports.ru/tags/6016588/
Сэм Убокане;20 ноября 1967;ЮАР;;;https://www.sports.ru/tags/5930085/
Игнасио Мендоса;30 сентября 1983;Колумбия;;170;https://www.sports.ru/tags/5899203/
Артуро Моруа;3 мая 1978;Мексика;;;https://www.sports.ru/tags/5894221/
Сет Петруцелли;3 декабря 1979;США;93;183;https://www.sports.ru/tags/5890790/
Крис Томас;29 сентября 1971;США;;193;https://www.sports.ru/tags/5842636/
Джош Нир;24 марта 1983;США;70;180;https://www.sports.ru/tags/5749111/
Эрик Шафер;20 сентября 1977;США;93;191;https://www.sports.ru/tags/5748800/
Хьюстон Александер;22 марта 1972;США;93;183;https://www.sports.ru/tags/5748796/
Крис Либен;21 июля 1980;США;84;183;https://www.sports.ru/tags/5727699/
Рафаэль Консепсьон;24 июня 1982;Панама;52;160;https://www.sports.ru/tags/5724817/
Хосе Луиса Эррера;23 октября 1979;Колумбия;90;182;https://www.sports.ru/tags/5722051/
Селчук Айдин;4 сентября 1983;Турция;;;https://www.sports.ru/tags/5706575/
Кали Миан;9 марта 1970;Фиджи;;197;https://www.sports.ru/tags/5684054/
Брейдис Прескотт;3 мая 1983;Колумбия;60;180;https://www.sports.ru/tags/5664216/
Кевин Монти;3 июня 1975;США;;195;https://www.sports.ru/tags/5662107/
Эпифани Пипи;3 января 1978;Гана;94;186;https://www.sports.ru/tags/5661868/
